file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,176,css,21046396,Amrutha Potluri,2025-10-17,16:57:08,-07:00,2025-10-17T16:57:08-07:00,0,13
style.css,177,css,21046396,Amrutha Potluri,2025-10-17,16:57:08,-07:00,2025-10-17T16:57:08-07:00,1,17
style.css,178,css,21046396,Amrutha Potluri,2025-10-17,16:57:08,-07:00,2025-10-17T16:57:08-07:00,1,8
style.css,179,css,21046396,Amrutha Potluri,2025-10-17,16:57:08,-07:00,2025-10-17T16:57:08-07:00,1,10
style.css,180,css,21046396,Amrutha Potluri,2025-10-17,16:57:08,-07:00,2025-10-17T16:57:08-07:00,1,13
style.css,181,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,182,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,183,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,17
style.css,184,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,12
style.css,185,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,36
style.css,186,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,8
style.css,187,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,188,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,189,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,17
style.css,190,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,10
style.css,191,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,16
style.css,192,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,16
style.css,193,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,194,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,195,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,17
style.css,196,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,10
style.css,197,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,16
style.css,198,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,8
style.css,199,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,200,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,201,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,7
style.css,202,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,12
style.css,203,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,18
style.css,204,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,14
style.css,205,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,15
style.css,206,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,207,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,208,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,31
style.css,209,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,12
style.css,210,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,211,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,212,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,15
style.css,213,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,11
style.css,214,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,15
style.css,215,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,19
style.css,216,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,37
style.css,217,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,218,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,0
style.css,219,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,0,31
style.css,220,css,53bfee39,Amrutha Potluri,2025-10-22,20:33:55,-07:00,2025-10-22T20:33:55-07:00,1,23
style.css,221,css,28f6aed5,Amrutha Potluri,2025-10-29,23:25:55,-07:00,2025-10-29T23:25:55-07:00,0,0
style.css,222,css,28f6aed5,Amrutha Potluri,2025-10-29,23:25:55,-07:00,2025-10-29T23:25:55-07:00,0,0
style.css,223,css,28f6aed5,Amrutha Potluri,2025-10-29,23:25:55,-07:00,2025-10-29T23:25:55-07:00,0,13
